trial_index,arm_name,trial_status,generation_method,n_samples,threshold,outlier_detector_kwargs
0,0_0,FAILED,Sobol,466,0.584506678581237837377670985006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
1,1_0,FAILED,Sobol,907,0.735511973872780888683564626263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
2,2_0,FAILED,Sobol,531,0.628416054509580268572221939394,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
3,3_0,FAILED,Sobol,416,0.669748565182089805603027343750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
4,4_0,FAILED,Sobol,134,0.771137271821499048485293315025,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
5,5_0,FAILED,Sobol,256,0.620751413144171371172319595644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
6,6_0,FAILED,Sobol,860,0.594499706476926847997788172506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
7,7_0,FAILED,Sobol,453,0.477780934236943788384621711884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
8,8_0,FAILED,Sobol,930,0.592734595015645071569565516256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
9,9_0,FAILED,Sobol,171,0.713599358312785758684526626894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
10,10_0,FAILED,Sobol,531,0.686101965047419160015351735638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
11,11_0,FAILED,Sobol,661,0.713100649043917789171587173769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
12,12_0,FAILED,Sobol,489,0.630388017930090471807602625631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
13,13_0,FAILED,Sobol,114,0.562632165476679935167680923769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
14,14_0,FAILED,Sobol,194,0.268812388554215464520069645005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
15,15_0,FAILED,Sobol,550,0.780710741318762391216523610638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
16,16_0,FAILED,Sobol,951,0.400009511038661003112792968750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
17,17_0,FAILED,Sobol,455,0.291449811309576034545898437500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
18,18_0,FAILED,Sobol,867,0.641479664668440863195542078756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
19,19_0,FAILED,Sobol,109,0.527426671236753463745117187500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
20,20_0,FAILED,Sobol,564,0.566087361425161361694335937500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
21,21_0,FAILED,Sobol,391,0.562014486826956316534165125631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
22,22_0,FAILED,Sobol,417,0.272340750135481368676693136877,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
23,23_0,FAILED,Sobol,707,0.467139069922268446166668809383,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
24,24_0,FAILED,Sobol,209,0.564646595530212014324433766888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
25,25_0,FAILED,Sobol,371,0.738464566320180981762177907513,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
26,26_0,FAILED,Sobol,320,0.518607116490602537695053797506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
27,27_0,FAILED,Sobol,911,0.676157928258180662695053797506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
28,28_0,FAILED,Sobol,652,0.384341313876211676525684879380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
29,29_0,FAILED,Sobol,414,0.709695761278271719518784266256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
30,30_0,FAILED,Sobol,386,0.286519326642155680584522770005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
31,31_0,FAILED,Sobol,941,0.586488979123532816473129969381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
32,32_0,FAILED,Sobol,982,0.250693529658019553796322043127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
33,33_0,FAILED,Sobol,842,0.621998872794210955206040125631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
34,34_0,FAILED,Sobol,398,0.476346514001488752221291633759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
35,35_0,FAILED,Sobol,826,0.370833750069141432348374110006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
36,36_0,FAILED,Sobol,286,0.318890394829213663641098719381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
37,37_0,FAILED,Sobol,291,0.250958276540040992053093305003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
38,38_0,FAILED,Sobol,554,0.620791236683726377343361946259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
39,39_0,FAILED,Sobol,377,0.734237550757825374603271484375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
40,40_0,FAILED,Sobol,141,0.279185643047094367297233930003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
41,41_0,FAILED,Sobol,365,0.276677722297608896795395594381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
42,42_0,FAILED,Sobol,858,0.253316367417573962139698551255,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
43,43_0,FAILED,Sobol,387,0.236315868422389052661003461253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
44,44_0,FAILED,Sobol,478,0.575791426561772956560503189394,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
45,45_0,FAILED,Sobol,590,0.389480073750019140099709602509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
46,46_0,FAILED,Sobol,489,0.571289834380149907921975227509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
47,47_0,FAILED,Sobol,291,0.498354792222380715838170317511,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
48,48_0,FAILED,Sobol,620,0.240682855620980296063038395005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
49,49_0,FAILED,Sobol,590,0.277797283604741096496582031250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
50,50_0,FAILED,Sobol,592,0.737947592884302228100068532513,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
51,51_0,FAILED,Sobol,508,0.799534252844750881195068359375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
52,52_0,FAILED,Sobol,563,0.295587148889899287151905582505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
53,53_0,FAILED,Sobol,319,0.396899947896599769592285156250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
54,54_0,FAILED,Sobol,722,0.243849552050232898370296652502,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
55,55_0,FAILED,Sobol,970,0.661521603725850670940644704388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
56,56_0,FAILED,Sobol,926,0.489309160783886976098244758759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
57,57_0,FAILED,Sobol,301,0.354151064343750543450539680634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
58,58_0,FAILED,Sobol,843,0.320132054202258597985775168127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
59,59_0,FAILED,Sobol,766,0.325780347734689779137795540009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
60,60_0,FAILED,Sobol,603,0.620559164695441811687715016888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
61,61_0,FAILED,Sobol,714,0.246786481514573108331234152502,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
62,62_0,FAILED,Sobol,702,0.562793708778917878277070485638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
63,63_0,FAILED,Sobol,910,0.689112369716167516564553352509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
64,64_0,FAILED,Sobol,603,0.254926189035177275243881922506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
65,65_0,FAILED,Sobol,483,0.724405427463352680206298828125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
66,66_0,FAILED,Sobol,968,0.580476475693285531853859993134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
67,67_0,FAILED,Sobol,411,0.718663805350661322179917078756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
68,68_0,FAILED,Sobol,920,0.657741490565240449761574836884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
69,69_0,FAILED,Sobol,692,0.571744669415056749883774500631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
70,70_0,FAILED,Sobol,960,0.518348799645900859545122330019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
71,71_0,FAILED,Sobol,875,0.448012811318039938512924891256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
72,72_0,FAILED,Sobol,115,0.701631385274231522686250173138,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
73,73_0,FAILED,Sobol,687,0.627911086194217205047607421875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
74,74_0,FAILED,Sobol,218,0.536671557277441091393654915009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
75,75_0,FAILED,Sobol,243,0.736468537896871611181381922506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
76,76_0,FAILED,Sobol,447,0.340479844994843072747414680634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
77,77_0,FAILED,Sobol,120,0.694359355047345250255830251263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
78,78_0,FAILED,Sobol,504,0.540083250589668883989702408144,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
79,79_0,FAILED,Sobol,499,0.395809204131364889001076790009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
80,80_0,FAILED,Sobol,826,0.215529930405318759234489789378,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
81,81_0,FAILED,Sobol,283,0.468992518261075075347577012508,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
82,82_0,FAILED,Sobol,776,0.247706930153071908096151787504,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
83,83_0,FAILED,Sobol,905,0.737550794705748691271196548769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
84,84_0,FAILED,Sobol,106,0.494764334708452269140366297506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
85,85_0,FAILED,Sobol,726,0.320459186471998724865528629380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
86,86_0,FAILED,Sobol,254,0.358696570433676309441750618134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
87,87_0,FAILED,Sobol,826,0.200182365067303191796810324377,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
88,88_0,FAILED,Sobol,909,0.462086660973727747503403406881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
89,89_0,FAILED,Sobol,440,0.559240848571062154626076790009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
90,90_0,FAILED,Sobol,225,0.260272376425564333501938563131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
91,91_0,FAILED,Sobol,518,0.788971752300858586437470876263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
92,92_0,FAILED,Sobol,672,0.452954447269439730572315738755,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
93,93_0,FAILED,Sobol,452,0.663534984365105717785127126263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
94,94_0,FAILED,Sobol,664,0.755985579825937836773164235638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
95,95_0,FAILED,Sobol,757,0.330727067589759893273537727509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
96,96_0,FAILED,Sobol,223,0.638623179122805639806870203756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
97,97_0,FAILED,Sobol,752,0.369200270250439666064323773753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
98,98_0,FAILED,Sobol,451,0.293869452178478263171257367503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
99,99_0,FAILED,Sobol,718,0.773712605983019052757754252525,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
100,100_0,FAILED,Sobol,593,0.340939646586775779724121093750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
101,101_0,FAILED,Sobol,913,0.617644452862441628582246266888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
102,102_0,FAILED,Sobol,330,0.225691194273531459124626508128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
103,103_0,FAILED,Sobol,924,0.518703708425164222717285156250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
104,104_0,FAILED,Sobol,858,0.299217429384589228558155582505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
105,105_0,FAILED,Sobol,741,0.555037412978708788457993250631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
106,106_0,FAILED,Sobol,665,0.690307252481579869396455251263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
107,107_0,FAILED,Sobol,290,0.333713013865053698125962000631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
108,108_0,FAILED,Sobol,660,0.283978254906833205151173160630,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
109,109_0,FAILED,Sobol,458,0.310319065116345882415771484375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
110,110_0,FAILED,Sobol,617,0.799928504042327404022216796875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
111,111_0,FAILED,Sobol,347,0.739740585908293724060058593750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
112,112_0,FAILED,Sobol,338,0.622037166915833994451645594381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
113,113_0,FAILED,Sobol,123,0.421291462704539321215690961253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
114,114_0,FAILED,Sobol,293,0.664244281128048896789550781250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
115,115_0,FAILED,Sobol,831,0.345233499445021185803028629380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
116,116_0,FAILED,Sobol,942,0.757874885387718855156435893150,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
117,117_0,FAILED,Sobol,276,0.291613415442407153399528851878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
118,118_0,FAILED,Sobol,211,0.286426110938191424981624777502,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
119,119_0,FAILED,Sobol,979,0.426366251334548029827686832505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
120,120_0,FAILED,Sobol,612,0.451363148540258440899464176255,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
121,121_0,FAILED,Sobol,359,0.213881398364901553765804465002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
122,122_0,FAILED,Sobol,652,0.305071554519236121105763004380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
123,123_0,FAILED,Sobol,498,0.560153319314122266625588508759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
124,124_0,FAILED,Sobol,545,0.579195499047637119005571548769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
125,125_0,FAILED,Sobol,957,0.660373419336974687432473274384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
126,126_0,FAILED,Sobol,291,0.562790325842797756195068359375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
127,127_0,FAILED,Sobol,117,0.358898661471903357433888004380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
128,128_0,FAILED,Sobol,361,0.256978156045079231262207031250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
129,129_0,FAILED,Sobol,108,0.655594464391469955444335937500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
130,130_0,FAILED,Sobol,320,0.739105233177542730871323328756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
131,131_0,FAILED,Sobol,461,0.666201178915798664093017578125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
132,132_0,FAILED,Sobol,227,0.790052593685686588287353515625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
133,133_0,FAILED,Sobol,924,0.748585801012814133770234548138,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
134,134_0,FAILED,Sobol,585,0.397731170617043994219841351878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
135,135_0,FAILED,Sobol,622,0.296582791581749938281120648753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
136,136_0,FAILED,Sobol,205,0.765861218608915983452334330650,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
137,137_0,FAILED,Sobol,267,0.423194994032383031701272102509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
138,138_0,FAILED,Sobol,323,0.530254031345248288964455696259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
139,139_0,FAILED,Sobol,389,0.765239880979061259935747330019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
140,140_0,FAILED,Sobol,198,0.782706297561526431749712173769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
141,141_0,FAILED,Sobol,731,0.374853900820016905370835047506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
142,142_0,FAILED,Sobol,203,0.651580014452338263097885828756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
143,143_0,FAILED,Sobol,526,0.521949362382292836315400563763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
144,144_0,FAILED,Sobol,609,0.334570591524243399206284266256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
145,145_0,FAILED,Sobol,476,0.420309718325734160693230023753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
146,146_0,FAILED,Sobol,401,0.227842995338141923733488170001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
147,147_0,FAILED,Sobol,423,0.296432972885668277740478515625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
148,148_0,FAILED,Sobol,617,0.327648726478219076696518641256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
149,149_0,FAILED,Sobol,406,0.307049684226512908935546875000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
150,150_0,FAILED,Sobol,570,0.427745763957500524377053352509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
151,151_0,FAILED,Sobol,301,0.796100332960486545275102798769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
152,152_0,FAILED,Sobol,574,0.680407913029194011400591080019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
153,153_0,FAILED,Sobol,836,0.340278650261461756976189008128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
154,154_0,FAILED,Sobol,643,0.366270201094448633050149055634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
155,155_0,FAILED,Sobol,277,0.372509772516787074359001508128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
156,156_0,FAILED,Sobol,272,0.654223463311791486596291633759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
157,157_0,FAILED,Sobol,640,0.698056194558739795397173111269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
158,158_0,FAILED,Sobol,359,0.422262342460453576897805305634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
159,159_0,FAILED,Sobol,373,0.267247933149337812963608485006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
160,160_0,FAILED,Sobol,720,0.649336400255560941552346321259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
161,161_0,FAILED,Sobol,828,0.410505388304591212200733707505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
162,162_0,FAILED,Sobol,857,0.234917291998863242419304242503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
163,163_0,FAILED,Sobol,885,0.631082897260785147253159266256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
164,164_0,FAILED,Sobol,121,0.540813733451068534563432876894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
165,165_0,FAILED,Sobol,503,0.315044496022164832726986105627,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
166,166_0,FAILED,Sobol,802,0.386364377290010496679428797506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
167,167_0,FAILED,Sobol,616,0.644236772693693726665742360638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
168,168_0,FAILED,Sobol,370,0.348639043793082303857033821259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
169,169_0,FAILED,Sobol,406,0.527920664288103580474853515625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
170,170_0,FAILED,Sobol,808,0.659563046880066394805908203125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
